character,count,selected_count,train_count,test_count,val_count,id
Shinonono Houki,145,130,104,13,13,2410
Amagi (Azur Lane),143,130,104,13,13,2411
Gambier Bay (Kantai Collection),137,130,104,13,13,2412
Kobayakawa Sae,133,130,104,13,13,2413
Orochimaru,232,129,103,13,13,2414
Astarion Ancunﾃｭn,222,129,103,13,13,2415
Yamazaki Sagaru,190,129,103,13,13,2416
Kirasaka Sayaka,175,129,103,13,13,2417
Ikki (AMNESIA),174,129,103,13,13,2418
Shiba Miyuki,171,129,103,13,13,2419
Edogawa Ranpo (Bungou Stray Dogs),164,129,103,13,13,2420
Kallen Kaslana,151,129,103,13,13,2421
Misono Karin,146,129,103,13,13,2422
Amate Yuzuriha,141,129,103,13,13,2423
Tsukumo Sana,141,129,103,13,13,2424
Umori Hinako,139,129,103,13,13,2425
Tenma Saki,139,129,103,13,13,2426
Ulrich Von Hutten,137,129,103,13,13,2427
Mikoko (Kemomimi Teikoku Kokuei Housou),136,129,103,13,13,2428
Isuzu (Kantai Collection),136,129,103,13,13,2429
Aoba (Kantai Collection),135,129,103,13,13,2430
Yinlin,226,128,102,13,13,2431
Angel Devil,181,128,102,13,13,2432
Uguisumaru,176,128,102,13,13,2433
Tsugaru,173,128,102,13,13,2434
Kyle Broflovski,172,128,102,13,13,2435
Nanami Lucia,164,128,102,13,13,2436
Genji Hotaru,161,128,102,13,13,2437
Bibury (Pretty Cure),159,128,102,13,13,2438
Demon Spade,159,128,102,13,13,2439
Mithra (Mahoutsukai no Yakusoku),158,128,102,13,13,2440
Hoshimiya Yukina,156,128,102,13,13,2441
Voyager (Fate/Requiem),155,128,102,13,13,2442
Asahina Mafuyu,154,128,102,13,13,2443
Makaino Ririmu,147,128,102,13,13,2444
Rider (Ishtar),144,128,102,13,13,2445
Seta Kaoru,143,128,102,13,13,2446
Kizuna Akari,139,128,102,13,13,2447
Aqua (Kingdom Hearts),139,128,102,13,13,2448
M4 SOPMODII (Girls Frontline),137,128,102,13,13,2449
Kobo Kanaeru,131,128,102,13,13,2450
Takami Keigo,257,127,102,13,12,2451
Hoshi Ryouma,206,127,102,13,12,2452
Hiiragi Nana,194,127,102,13,12,2453
Greece,193,127,102,13,12,2454
Shinjuku Archer,174,127,102,13,12,2455
Herta,168,127,102,13,12,2456
Lady Phantomhive,163,127,102,13,12,2457
Tsukuyo,160,127,102,13,12,2458
Anzu (Ensemble Stars!),160,127,102,13,12,2459
Kanaria,156,127,102,13,12,2460
Himesaki Anri,155,127,102,13,12,2461
Mizuki (Pokﾃｩmon),150,127,102,13,12,2462
Arisugawa Dice,150,127,102,13,12,2463
Priestess (Goblin Slayer),146,127,102,13,12,2464
Yuel (Shingeki no Bahamut),145,127,102,13,12,2465
Herrscher of Thunder,139,127,102,13,12,2466
Cure Amour,138,127,102,13,12,2467
Rider (Boudica),138,127,102,13,12,2468
Shiina Mashiro,137,127,102,13,12,2469
I-168 (Kantai Collection),135,127,102,13,12,2470
Hayasui (Kantai Collection),129,127,102,13,12,2471
Kudari,219,126,101,13,12,2472
Pharaoh Atem,196,126,101,13,12,2473
Kaede (Elfen Lied),187,126,101,13,12,2474
Firewatch,157,126,101,13,12,2475
Cure Bloom,156,126,101,13,12,2476
Ginpachi-sensei,154,126,101,13,12,2477
Ping Hai,152,126,101,13,12,2478
Esdese,146,126,101,13,12,2479
Saber (Lakshmi Bai),138,126,101,13,12,2480
Eva-Beatrice,137,126,101,13,12,2481
Mitsuki Felicia,132,126,101,13,12,2482
Vector (Yu-Gi-Oh! ZEXAL),233,125,100,12,13,2483
Amy Rose,201,125,100,12,13,2484
Chiori (Genshin Impact),163,125,100,12,13,2485
Shiomi Kotone,162,125,100,12,13,2486
Luca Kaneshiro,158,125,100,12,13,2487
Asakura Yoh,157,125,100,12,13,2488
Nijigaoka Mashiro,153,125,100,12,13,2489
Naoi Ayato,152,125,100,12,13,2490
Kazama Asuka,143,125,100,12,13,2491
Suntory Nomu,142,125,100,12,13,2492
Chiki (Fire Emblem),136,125,100,12,13,2493
Akeboshi Himari,135,125,100,12,13,2494
Igarashi Kyouko,134,125,100,12,13,2495
Yamato Maya,132,125,100,12,13,2496
Shinosawa Hiro,132,125,100,12,13,2497
La Volpe (Yagisaka Seto),132,125,100,12,13,2498
Nagatoro Hayase,131,125,100,12,13,2499
Satomi Touka,131,125,100,12,13,2500
Marie Rose,131,125,100,12,13,2501
Cinnabar,180,124,99,12,13,2502
Quanxi,171,124,99,12,13,2503
Assassin (Carmilla),165,124,99,12,13,2504
Takakura Himari,161,124,99,12,13,2505
Blue Rose (T&B),160,124,99,12,13,2506
Kairi (Kingdom Hearts),152,124,99,12,13,2507
Kirijou Mitsuru,150,124,99,12,13,2508
Kiso Azuki,142,124,99,12,13,2509
Tachibana Alice,134,124,99,12,13,2510
Sakurakouji Kinako,133,124,99,12,13,2511
Nakagawa Nana,132,124,99,12,13,2512
Sinon (ALO),129,124,99,12,13,2513
Kagerou (Kantai Collection),129,124,99,12,13,2514
Ginko (Mushishi),197,123,98,12,13,2515
Urahara Kisuke,185,123,98,12,13,2516
Inga,168,123,98,12,13,2517
Noﾃｫl (Sound Horizon),164,123,98,12,13,2518
Kushina Anna,161,123,98,12,13,2519
Lei Lei,161,123,98,12,13,2520
Sakurasawa Sumi,160,123,98,12,13,2521
Schneewittchen,160,123,98,12,13,2522
Asahina Mikuru,157,123,98,12,13,2523
La Signora,150,123,98,12,13,2524
Sasaki Chiho,147,123,98,12,13,2525
Deutschland (Azur Lane),143,123,98,12,13,2526
Cantarella (Wuthering Waves),141,123,98,12,13,2527
Rider (Taigong Wang),139,123,98,12,13,2528
Lunasa Prismriver,139,123,98,12,13,2529
Meer Campbell,138,123,98,12,13,2530
Grani (Arknights),137,123,98,12,13,2531
Oshino Ougi,137,123,98,12,13,2532
Caster (Shuten-douji),136,123,98,12,13,2533
Emily Stock,135,123,98,12,13,2534
Airi (Queen's Blade),132,123,98,12,13,2535
Smart Falcon,131,123,98,12,13,2536
Mei (8 Beat Story),188,122,98,12,12,2537
Gauche Suede,178,122,98,12,12,2538
Suzuno Fuusuke,172,122,98,12,12,2539
Connor (Detroit: Become Human),167,122,98,12,12,2540
Tom Marvolo Riddle,160,122,98,12,12,2541
Himekawa Yoshino,154,122,98,12,12,2542
Yukishiro Honoka,154,122,98,12,12,2543
Waai Fu,152,122,98,12,12,2544
Nunnally Lamperouge,150,122,98,12,12,2545
Minamisawa Atsushi,150,122,98,12,12,2546
Anegasaki Nene,138,122,98,12,12,2547
Ophelia Phamrsolone,136,122,98,12,12,2548
Ho'olheyak,133,122,98,12,12,2549
Shiraishi Tsumugi,133,122,98,12,12,2550
Warspite,129,122,98,12,12,2551
Revo (Sound Horizon),188,121,97,12,12,2552
Friday (Shisha no Teikoku),178,121,97,12,12,2553
Homulilly,158,121,97,12,12,2554
Tachibana Ayame (8 beat Story),156,121,97,12,12,2555
Taliyah,153,121,97,12,12,2556
Epel Felmier,149,121,97,12,12,2557
Kira Yamato,147,121,97,12,12,2558
Minase Suzune,145,121,97,12,12,2559
Natsuki Rin,143,121,97,12,12,2560
Naegi Makoto,142,121,97,12,12,2561
Lunamaria Hawke,138,121,97,12,12,2562
Kingprotea,138,121,97,12,12,2563
Barasuishou,137,121,97,12,12,2564
Savage (Arknights),134,121,97,12,12,2565
Yakumo Mitama,133,121,97,12,12,2566
Yoneme Mei,132,121,97,12,12,2567
Arashio (Kantai Collection),132,121,97,12,12,2568
Rurikawa Yuki,131,121,97,12,12,2569
Hayashimo (Kantai Collection),125,121,97,12,12,2570
Kageyama Shigeo,211,120,96,12,12,2571
Green (Pokﾃｩmon),183,120,96,12,12,2572
Assassin (Charles-Henri Sanson),176,120,96,12,12,2573
Ononoki Yotsugi,152,120,96,12,12,2574
Shirabe Ako,149,120,96,12,12,2575
Revy,147,120,96,12,12,2576
Shima Kinzou,146,120,96,12,12,2577
Yona (Akatsuki no Yona),144,120,96,12,12,2578
Neptune (Choujigen Game Neptune),144,120,96,12,12,2579
Jade (Honkai Star Rail),139,120,96,12,12,2580
Executor,139,120,96,12,12,2581
Leona Heidern,134,120,96,12,12,2582
Olga Marie Animusphere,133,120,96,12,12,2583
Akatsuki Kirika,133,120,96,12,12,2584
Yuugumo (Kantai Collection),127,120,96,12,12,2585
Akaba Reiji,191,119,95,12,12,2586
Gogeta,164,119,95,12,12,2587
Nanatsumori Minoru,162,119,95,12,12,2588
Alvaro Garay,161,119,95,12,12,2589
Suo Yuki,156,119,95,12,12,2590
Princess Anna of Arendelle,146,119,95,12,12,2591
Imbibitor Lunae,142,119,95,12,12,2592
Sano Manjirou,139,119,95,12,12,2593
Divus Crewel,137,119,95,12,12,2594
Akitsu Maru (Kantai Collection),135,119,95,12,12,2595
Sougetsu Eli,133,119,95,12,12,2596
Red Hood (NIKKE),129,119,95,12,12,2597
Tanaka Hime,126,119,95,12,12,2598
Michishio (Kantai Collection),124,119,95,12,12,2599
Korwa (Granblue Fantasy),124,119,95,12,12,2600
Emma August,122,119,95,12,12,2601
Godguard Brodia,119,119,95,12,12,2602
Rider (Odysseus),179,118,94,12,12,2603
Aya Brea,156,118,94,12,12,2604
Lapis Lazuli (Houseki no Kuni),155,118,94,12,12,2605
Minazuki Karen,145,118,94,12,12,2606
Kagura Akari,141,118,94,12,12,2607
Tio Plato,140,118,94,12,12,2608
Grace Howard,139,118,94,12,12,2609
Jinhsi,136,118,94,12,12,2610
Takamachi Vivio,136,118,94,12,12,2611
Misha (Pita Ten),135,118,94,12,12,2612
Honda Iku,135,118,94,12,12,2613
Kroos,133,118,94,12,12,2614
Nakiri Alice,128,118,94,12,12,2615
Assassin (Jing Ke),127,118,94,12,12,2616
Medicine Melancholy,234,117,94,12,11,2617
Donquixote Rocinante,215,117,94,12,11,2618
Harry Potter (Character),166,117,94,12,11,2619
Kiyoshi Teppei,157,117,94,12,11,2620
Yotsuba Alice,152,117,94,12,11,2621
Archer (Tristan),150,117,94,12,11,2622
Anya Alstreim,145,117,94,12,11,2623
Ousaka Sougo,138,117,94,12,11,2624
Yang (Piofiore no Bansho),137,117,94,12,11,2625
Hermione Granger,135,117,94,12,11,2626
Isabella Valentine,135,117,94,12,11,2627
Bennett,134,117,94,12,11,2628
Deuce Spade,131,117,94,12,11,2629
Shikinami (Kantai Collection),129,117,94,12,11,2630
Verxina,117,117,94,12,11,2631
Tachibana Iori (Yubisaki Connection),117,117,94,12,11,2632
Kanoe Yuuko,200,116,93,12,11,2633
Hisagi Shuuhei,179,116,93,12,11,2634
VALSHE,174,116,93,12,11,2635
Archer (Ashwatthama),171,116,93,12,11,2636
Toph Bei Fong,170,116,93,12,11,2637
Sakamaki Laito,162,116,93,12,11,2638
Kurumi (Kantoku),159,116,93,12,11,2639
Applejack,150,116,93,12,11,2640
Hoshino Ichika,148,116,93,12,11,2641
Ushiromiya Battler,147,116,93,12,11,2642
Makishima Shougo,144,116,93,12,11,2643
Matatagi Hayato,143,116,93,12,11,2644
Amami Rantarou,143,116,93,12,11,2645
Sunset Shimmer,139,116,93,12,11,2646
Ayane (Dead or Alive),132,116,93,12,11,2647
Nekomiya Mana,127,116,93,12,11,2648
Mejiro Bright,121,116,93,12,11,2649
Edogawa Conan,161,115,92,12,11,2650
Sanka Rea,157,115,92,12,11,2651
Takane Takamine,155,115,92,12,11,2652
Tsunemori Akane,155,115,92,12,11,2653
Okazaki Kei,143,115,92,12,11,2654
Latte Cookie,141,115,92,12,11,2655
Arancia,140,115,92,12,11,2656
Aono Miki,139,115,92,12,11,2657
Haibara Ai,137,115,92,12,11,2658
Totsuka Tatara,132,115,92,12,11,2659
Friedrich der Groﾃ・e,129,115,92,12,11,2660
Alaude,128,115,92,12,11,2661
Victorious,127,115,92,12,11,2662
Foreigner (Jacques de Molay),126,115,92,12,11,2663
Inami Mahiru,126,115,92,12,11,2664
Implacable,125,115,92,12,11,2665
Fiammetta,123,115,92,12,11,2666
Ryushen,123,115,92,12,11,2667
Nakigitsune,162,114,91,11,12,2668
Trunks Briefs,156,114,91,11,12,2669
Kudou Shinichi,155,114,91,11,12,2670
Yamada Tae,154,114,91,11,12,2671
Dennis Macfield,153,114,91,11,12,2672
Sakuragi Hinata,151,114,91,11,12,2673
Kyouyama Anna,149,114,91,11,12,2674
Yami Bakura,147,114,91,11,12,2675
Shirley Fenette,141,114,91,11,12,2676
Leontius,140,114,91,11,12,2677
Shinn Asuka,138,114,91,11,12,2678
Sakagami Tomoyo,135,114,91,11,12,2679
Elie MacDowell,133,114,91,11,12,2680
United States (Female),132,114,91,11,12,2681
Shiraishi An,131,114,91,11,12,2682
Uzaki Hana,129,114,91,11,12,2683
Izumi Kanagi,129,114,91,11,12,2684
Katsura Hinagiku,126,114,91,11,12,2685
Santa Alter,124,114,91,11,12,2686
Julietto,118,114,91,11,12,2687
Elisabeth von Wettin,181,113,90,11,12,2688
Vriska Serket,180,113,90,11,12,2689
Houjou Tokiyuki,155,113,90,11,12,2690
Jing Yuan,153,113,90,11,12,2691
Thanatos-ko,152,113,90,11,12,2692
Sakamaki Reiji,149,113,90,11,12,2693
Lord El-Melloi II,148,113,90,11,12,2694
Izanami Hifumi,147,113,90,11,12,2695
Arthur Boyle,146,113,90,11,12,2696
Jakuzure Nonon,144,113,90,11,12,2697
Izuki Shun,142,113,90,11,12,2698
Caster (Solomon),142,113,90,11,12,2699
Fuwa Minato,139,113,90,11,12,2700
Sazare,138,113,90,11,12,2701
Cinderella (SINoALICE),136,113,90,11,12,2702
Tanamachi Kaoru,134,113,90,11,12,2703
Caesar (Zenless Zone Zero),134,113,90,11,12,2704
Hoshizuki Kotarou,131,113,90,11,12,2705
Bakura Ryou,130,113,90,11,12,2706
Sento Isuzu,130,113,90,11,12,2707
Zelda (Skyward Sword),130,113,90,11,12,2708
Owari (Azur Lane),127,113,90,11,12,2709
Tobisawa Misaki,126,113,90,11,12,2710
Koseki Bijou,119,113,90,11,12,2711
Maruzensky,119,113,90,11,12,2712
Fushiguro Touji,235,112,90,11,11,2713
Konoe Subaru,176,112,90,11,11,2714
Roguefort Cookie,167,112,90,11,11,2715
Midorikawa Ryuuji,160,112,90,11,11,2716
Tendou (Pein),159,112,90,11,11,2717
Saber of Black,157,112,90,11,11,2718
Mﾃ､rchen von Friedhof,149,112,90,11,11,2719
Ukraine,145,112,90,11,11,2720
April O'Neil,139,112,90,11,11,2721
Rappa (Honkai Star Rail),138,112,90,11,11,2722
Cain (Mahoutsukai no Yakusoku),128,112,90,11,11,2723
Shinozaki Rika,126,112,90,11,11,2724
Jessica Rabbit,123,112,90,11,11,2725
Akagi Miria,122,112,90,11,11,2726
Kuwakami Kaho,122,112,90,11,11,2727
Moona Hoshinova,121,112,90,11,11,2728
Archer (Durga),119,112,90,11,11,2729
Kawakami Mai,118,112,90,11,11,2730
Nanase Kureha,117,112,90,11,11,2731
Kamoi (Kantai Collection),115,112,90,11,11,2732
Saijou Juri,113,112,90,11,11,2733
Zenin Maki,182,111,89,11,11,2734
Rock Lee,178,111,89,11,11,2735
Romania,149,111,89,11,11,2736
Akabane Karma,140,111,89,11,11,2737
Amaha Masane,136,111,89,11,11,2738
Jack Howl,132,111,89,11,11,2739
Tsukuyomi Shirabe,126,111,89,11,11,2740
Alter Ego (Sitonai),126,111,89,11,11,2741
Merry Milk,124,111,89,11,11,2742
Kaga Sumire,120,111,89,11,11,2743
Utage (Arknights),119,111,89,11,11,2744
Ichinose Uruha,118,111,89,11,11,2745
Heles (Granblue Fantasy),116,111,89,11,11,2746
Vestia Zeta,115,111,89,11,11,2747
Princess Luna,219,110,88,11,11,2748
Kisaragi Saya,181,110,88,11,11,2749
Kuran Kaname,171,110,88,11,11,2750
Shinazugawa Sanemi,160,110,88,11,11,2751
Ikezawa Kazuma,145,110,88,11,11,2752
Kars,145,110,88,11,11,2753
Toudou Jinpachi,142,110,88,11,11,2754
CUL,141,110,88,11,11,2755
Oumori Yuuko,137,110,88,11,11,2756
Tomoe (Kamisama Hajimemashita),135,110,88,11,11,2757
Isana Yashiro,135,110,88,11,11,2758
Elphelt Valentine,134,110,88,11,11,2759
Amahane Madoka,132,110,88,11,11,2760
Kinich,129,110,88,11,11,2761
Zoe (League of Legends),129,110,88,11,11,2762
Zessica Wong,129,110,88,11,11,2763
Kazanari Tsubasa,127,110,88,11,11,2764
Beeswax,124,110,88,11,11,2765
Mew Lettuce,122,110,88,11,11,2766
Ushiromiya Jessica,122,110,88,11,11,2767
Usami Renko,122,110,88,11,11,2768
Ushigome Rimi,121,110,88,11,11,2769
King Halo,117,110,88,11,11,2770
Sakuragi Miria,117,110,88,11,11,2771
Mano Aloe,117,110,88,11,11,2772
Mayoi Shigure,115,110,88,11,11,2773
Indomitable,115,110,88,11,11,2774
Monarch,114,110,88,11,11,2775
Kuroe (Magia Record),113,110,88,11,11,2776
Yukikaze (Azur Lane),112,110,88,11,11,2777
Dirk Strider,193,109,87,11,11,2778
Berserker (Kriemhild),176,109,87,11,11,2779
Annie (League of Legends),155,109,87,11,11,2780
Kano Chinatsu,155,109,87,11,11,2781
X (Mega Man X),155,109,87,11,11,2782
Shaw (Arknights),139,109,87,11,11,2783
Raven (DC Comics),136,109,87,11,11,2784
Natsumi Manatsu,136,109,87,11,11,2785
Zero (Drag-on Dragoon),134,109,87,11,11,2786
Carlotta,133,109,87,11,11,2787
Ling Xiaoyu,132,109,87,11,11,2788
Iruma Miu,125,109,87,11,11,2789
High Elf Archer,123,109,87,11,11,2790
Kay (GIRLS und PANZER),123,109,87,11,11,2791
Berserker (Artoria Caster),121,109,87,11,11,2792
Charlotta (Granblue Fantasy),121,109,87,11,11,2793
ﾃ・ngel (The King of Fighters),120,109,87,11,11,2794
Tougou Mimori,120,109,87,11,11,2795
Grea (Shingeki no Bahamut),118,109,87,11,11,2796
Lucoa,115,109,87,11,11,2797
Charlotte (Madoka Magica),229,108,86,11,11,2798
Akaashi Keiji,172,108,86,11,11,2799
Hibiya (Subarashii Hibi),163,108,86,11,11,2800
Keith Goodman,162,108,86,11,11,2801
Ross,161,108,86,11,11,2802
Plain Doll,143,108,86,11,11,2803
Vegito,139,108,86,11,11,2804
Misumi Nagisa,133,108,86,11,11,2805
Natsume Rin,131,108,86,11,11,2806
Kobayakawa Rinko,131,108,86,11,11,2807
Berserker (Manga de Wakaru! FGO),129,108,86,11,11,2808
Secre Swallowtail,128,108,86,11,11,2809
Rider (Fate/EXTRA),127,108,86,11,11,2810
Yunyun (KonoSuba),126,108,86,11,11,2811
Miyamizu Mitsuha,125,108,86,11,11,2812
Rydia of Mist,124,108,86,11,11,2813
Sayu,123,108,86,11,11,2814
Saber (Fate/EXTELLA LINK),122,108,86,11,11,2815
Shiro (No Game No Life),119,108,86,11,11,2816
Ikaruga (Senran Kagura),118,108,86,11,11,2817
Gold City,118,108,86,11,11,2818
Essex,116,108,86,11,11,2819
Mikasa (Azur Lane),114,108,86,11,11,2820
Azuma (Azur Lane),113,108,86,11,11,2821
Saitama,177,107,86,11,10,2822
Shiro (Deadman Wonderland),167,107,86,11,10,2823
Illumi Zoldyk,161,107,86,11,10,2824
Rose Lalonde,156,107,86,11,10,2825
San (Mononoke Hime),150,107,86,11,10,2826
Aladdin (SINoALICE),147,107,86,11,10,2827
Peppermint Cookie,138,107,86,11,10,2828
Catarina Claes,136,107,86,11,10,2829
Altera the San(ta),133,107,86,11,10,2830
Snow White,132,107,86,11,10,2831
Uryuu Minene,131,107,86,11,10,2832
Nanami Mami,130,107,86,11,10,2833
Shinonome Akito,127,107,86,11,10,2834
Xinyan,126,107,86,11,10,2835
Lina Inverse,125,107,86,11,10,2836
Usami Sumireko,124,107,86,11,10,2837
Gagaga Girl,123,107,86,11,10,2838
Lilia Vanrouge,122,107,86,11,10,2839
Tomoe Tamao,121,107,86,11,10,2840
Aqua (Fire Emblem),121,107,86,11,10,2841
Mio (Xenoblade 3),117,107,86,11,10,2842
Oikawa Shizuku,117,107,86,11,10,2843
Helm (NIKKE),115,107,86,11,10,2844
Kamizaki Risa,113,107,86,11,10,2845
Elira Pendora,110,107,86,11,10,2846
Lady Maria of the Astral Clocktower,187,106,85,11,10,2847
Nura Rikuo (Youkai),153,106,85,11,10,2848
Momozono Love,143,106,85,11,10,2849
Ulti (ONE PIECE),135,106,85,11,10,2850
Charlotte Pudding,133,106,85,11,10,2851
Blood Elf,131,106,85,11,10,2852
Izumi Kei,130,106,85,11,10,2853
Saegusa Akina,130,106,85,11,10,2854
Psylocke,129,106,85,11,10,2855
Eve (Nezumi),127,106,85,11,10,2856
Sakura Hibiki,127,106,85,11,10,2857
Hoshi Shouko,124,106,85,11,10,2858
Ange (Princess Principal),121,106,85,11,10,2859
Otoshiro Seira,120,106,85,11,10,2860
Futami Mami,119,106,85,11,10,2861
Sena Izumi,117,106,85,11,10,2862
Kjera,117,106,85,11,10,2863
Sombra (Overwatch),115,106,85,11,10,2864
Dorothy (Arknights),115,106,85,11,10,2865
Ilulu,114,106,85,11,10,2866
Z46,112,106,85,11,10,2867
Tone (Kantai Collection),111,106,85,11,10,2868
Bache,110,106,85,11,10,2869
All Might,183,105,84,10,11,2870
Bertholdt Fubar,170,105,84,10,11,2871
Ginoza Nobuchika,168,105,84,10,11,2872
Sekka Yufu,143,105,84,10,11,2873
Kurama Norihito,142,105,84,10,11,2874
Harukaze Doremi,142,105,84,10,11,2875
Arakita Yasutomo,141,105,84,10,11,2876
Petunia (HTF),134,105,84,10,11,2877
Kirahoshi Ciel,132,105,84,10,11,2878
Mouri Ran,130,105,84,10,11,2879
Uki Violeta,126,105,84,10,11,2880
Archer (Anastasia & Viy),123,105,84,10,11,2881
Prinz Heinrich,119,105,84,10,11,2882
Penance (Arknights),118,105,84,10,11,2883
Souya Ichika,112,105,84,10,11,2884
Avenger (Marie Alter),112,105,84,10,11,2885
Watanabe Tsuki,112,105,84,10,11,2886
Professor Niyaniya,109,105,84,10,11,2887
Vivlos,108,105,84,10,11,2888
Yuzuki Roa,108,105,84,10,11,2889
Yakumo Beni,105,105,84,10,11,2890
Gokotai,195,104,83,10,11,2891
Vergil (Devil May Cry),161,104,83,10,11,2892
Aori (Splatoon),145,104,83,10,11,2893
Moritsuki Rei,141,104,83,10,11,2894
Shingetsu Rei,137,104,83,10,11,2895
Videl,131,104,83,10,11,2896
Amaha Tsubasa,131,104,83,10,11,2897
Oudou Yuuga,129,104,83,10,11,2898
Bloom (Winx Club),128,104,83,10,11,2899
Typhon (Arknights),124,104,83,10,11,2900
Aino Megumi,123,104,83,10,11,2901
Kai Toshiki,121,104,83,10,11,2902
Yosano Akiko,119,104,83,10,11,2903
Violet (Persona 5),119,104,83,10,11,2904
Shimakaze (Azur Lane),115,104,83,10,11,2905
Human Luna,114,104,83,10,11,2906
Blue Reimu,113,104,83,10,11,2907
Tsukumo Benben,112,104,83,10,11,2908
Wakaba Hinata,111,104,83,10,11,2909
Shinki,111,104,83,10,11,2910
Richelieu (Kantai Collection),111,104,83,10,11,2911
Kai (Pokﾃｩmon),107,104,83,10,11,2912
Natsuki Subaru,163,103,82,10,11,2913
Tachimukai Yuuki,146,103,82,10,11,2914
Lulu (Wand of Fortune),134,103,82,10,11,2915
Idolfried Ehrenberg,132,103,82,10,11,2916
Cirilla Fiona Elen Riannon,132,103,82,10,11,2917
Kingu,124,103,82,10,11,2918
Shadowheart,120,103,82,10,11,2919
Itsumi Erika,120,103,82,10,11,2920
Himeko (Honkai Star Rail),118,103,82,10,11,2921
Mito Ikumi,117,103,82,10,11,2922
Monica (Shingeki no Bahamut),115,103,82,10,11,2923
Altair (Re:Creators),114,103,82,10,11,2924
Takizawa Asuka,114,103,82,10,11,2925
Stacia (PA),113,103,82,10,11,2926
Atri (Atri -My Dear Moments-),112,103,82,10,11,2927
Medusa (Shingeki no Bahamut),111,103,82,10,11,2928
Aikiyo Fuuka,109,103,82,10,11,2929
Onodera Kosaki,108,103,82,10,11,2930
Izumi Mei,108,103,82,10,11,2931
Biwa Hayahide,107,103,82,10,11,2932
Durandal (Uma Musume),107,103,82,10,11,2933
Tamayori Himari,104,103,82,10,11,2934
Black・・・Gold Saw,178,102,82,10,10,2935
Octavia (Helluva Boss),164,102,82,10,10,2936
Netherlands,153,102,82,10,10,2937
Ishigami Senkuu,152,102,82,10,10,2938
Ashley (Warioware),151,102,82,10,10,2939
Jake English,142,102,82,10,10,2940
Yashiro Nene,137,102,82,10,10,2941
Renne Bright,136,102,82,10,10,2942
Anemone (Eureka Seven),135,102,82,10,10,2943
Neferpitou,134,102,82,10,10,2944
Scheherazade (Magi),127,102,82,10,10,2945
Luke fon Fabre,126,102,82,10,10,2946
Eucliwood Hellscythe,124,102,82,10,10,2947
Sonsaku Hakufu,123,102,82,10,10,2948
Entelechia,122,102,82,10,10,2949
Aki Minoriko,121,102,82,10,10,2950
Kadoc Zemlupus,120,102,82,10,10,2951
Murr (Mahoutsukai no Yakusoku),118,102,82,10,10,2952
Blue (Pokﾃｩmon SPECIAL),118,102,82,10,10,2953
Maple (Itai no wa Iya nano de Bougyoryoku),115,102,82,10,10,2954
Leia Roland,115,102,82,10,10,2955
Unryuu (Kantai Collection),114,102,82,10,10,2956
Richelieu,113,102,82,10,10,2957
Tashkent (Kantai Collection),109,102,82,10,10,2958
Grey Wolf (Kemono Friends),109,102,82,10,10,2959
Ookami Ryouko,109,102,82,10,10,2960
Washington,108,102,82,10,10,2961
Akigumo (Kantai Collection),106,102,82,10,10,2962
Kotonoha Aoi,105,102,82,10,10,2963
Stolas (Helluva Boss),325,101,81,10,10,2964
Joker (Smile Precure),173,101,81,10,10,2965
Re-Class (Kantai Collection),164,101,81,10,10,2966
Zazie Winters,154,101,81,10,10,2967
I-No,134,101,81,10,10,2968
Yamuraiha,129,101,81,10,10,2969
Miyaji Kiyoshi,125,101,81,10,10,2970
Ichihoshi Mitsuru,124,101,81,10,10,2971
Sukone Tei,123,101,81,10,10,2972
Mizuki (Arknights),122,101,81,10,10,2973
Wynn the Wind Charmer,122,101,81,10,10,2974
Kusanagi Kyou,119,101,81,10,10,2975
Asakura Ryouko,117,101,81,10,10,2976
Mukami Azusa,117,101,81,10,10,2977
Titania (ALO),114,101,81,10,10,2978
Ayame (Gundam Build Divers),114,101,81,10,10,2979
RPK-16,112,101,81,10,10,2980
Colette Brunel,111,101,81,10,10,2981
Seiun Sky,108,101,81,10,10,2982
Dragonmaid Tillroo,107,101,81,10,10,2983
Hino Akane (Idolmaster),105,101,81,10,10,2984
Aurora (Arknights),103,101,81,10,10,2985
Kageyama Shien,133,100,80,10,10,2986
Jewelry Bonney,128,100,80,10,10,2987
Sharrkan,127,100,80,10,10,2988
Nanakusa Nazuna,126,100,80,10,10,2989
Hinamori Momo,124,100,80,10,10,2990
Asseylum Vers Allusia,121,100,80,10,10,2991
Muelsyse,119,100,80,10,10,2992
Hirasawa Ui,119,100,80,10,10,2993
Est Rinaudo,118,100,80,10,10,2994
Sendou Emi,118,100,80,10,10,2995
Terry Bogard,116,100,80,10,10,2996
Astraea,115,100,80,10,10,2997
Juufuutei Raden,112,100,80,10,10,2998
Suiren (Pokﾃｩmon),112,100,80,10,10,2999
Ceres (Shuuen no Virche),111,100,80,10,10,3000
Xenovia Quarta,111,100,80,10,10,3001
Archbishop (RAGNARﾃ・K ONLINE),110,100,80,10,10,3002
Lancer (Parvati),109,100,80,10,10,3003
Rider (Dobrynya Nikitich),106,100,80,10,10,3004
Shirogane Kei,106,100,80,10,10,3005
Sunohara Shun,105,100,80,10,10,3006
Katori (Kantai Collection),105,100,80,10,10,3007
Vincent Valentine,163,99,79,10,10,3008
Seaport Hime (Kantai Collection),157,99,79,10,10,3009
Makishima Yuusuke,132,99,79,10,10,3010
Switzerland,130,99,79,10,10,3011
